,id,latitude,longitude,track_id,time
3880,4090,-10.35192469,-36.7931398,30,2014-11-04 19:24:28
3890,4100,-10.4688636,-36.63124235,31,2014-11-04 18:58:05
3900,4110,-10.46746792,-36.6338156,31,2014-11-04 18:58:33
3910,4120,-10.46612031,-36.63634596,31,2014-11-04 18:59:00
3920,4130,-10.36220235,-36.80437571,30,2014-11-04 19:26:14
3930,4140,-10.36698641,-36.80646239,30,2014-11-04 19:26:42
3940,4150,-10.37053373,-36.81062827,30,2014-11-04 19:27:12
3950,4160,-10.37359656,-36.81432225,30,2014-11-04 19:27:39
3960,4170,-10.37637591,-36.81880966,30,2014-11-04 19:28:08
3970,4180,-10.37978942,-36.82250076,30,2014-11-04 19:28:37
3980,4190,-10.38107815,-36.82678658,30,2014-11-04 19:29:04
3990,4200,-10.38115719,-36.83171073,30,2014-11-04 19:29:33
4000,4210,-10.37946129,-36.83490965,30,2014-11-04 19:30:00
4010,4220,-10.37768175,-36.83870868,30,2014-11-04 19:30:27
4020,4230,-10.37862845,-36.84321435,30,2014-11-04 19:30:54
4030,4240,-10.37972326,-36.84757879,30,2014-11-04 19:31:22
4040,4250,-10.38042751,-36.85020905,30,2014-11-04 19:31:49
4050,4260,-10.38181663,-36.85428934,30,2014-11-04 19:32:16
4060,4270,-10.38261748,-36.85675674,30,2014-11-04 19:32:44
4070,4280,-10.38329256,-36.86012295,30,2014-11-04 19:33:11
4080,4290,-10.38351275,-36.86260041,30,2014-11-04 19:33:38
4090,4300,-10.38384537,-36.86648446,30,2014-11-04 19:34:04
4100,4310,-10.38406753,-36.86906024,30,2014-11-04 19:34:31
4110,4320,-10.42459026,-36.68670378,31,2014-11-04 19:08:27
4120,4330,-10.42147979,-36.68920186,31,2014-11-04 19:08:54
4130,4340,-10.41959004,-36.69108412,31,2014-11-04 19:09:22
4140,4350,-10.38526141,-36.88285709,30,2014-11-04 19:36:17
4150,4360,-10.38563656,-36.88717659,30,2014-11-04 19:36:45
4160,4370,-10.41391209,-36.69849304,31,2014-11-04 19:10:51
4170,4380,-10.38621563,-36.89430369,30,2014-11-04 19:37:34
4180,4390,-10.40954,-36.70223249,31,2014-11-04 19:11:52
4190,4400,-10.4074048,-36.705236299999996,31,2014-11-04 19:12:47
4200,4410,-10.40295866,-36.70963948,31,2014-11-04 19:13:42
4210,4420,-10.39912816,-36.71527286,31,2014-11-04 19:14:38
4220,4430,-10.3922231,-36.72165898,31,2014-11-04 19:15:34
4230,4440,-10.38497606,-36.72875769,31,2014-11-04 19:16:30
4240,4450,-10.377288,-36.73630458,31,2014-11-04 19:17:26
4250,4460,-10.36989069,-36.7436308,31,2014-11-04 19:18:22
4260,4470,-10.36202985,-36.75135317,31,2014-11-04 19:19:19
4270,4480,-10.35638818,-36.75678619,31,2014-11-04 19:20:13
4280,4490,-10.35403832,-36.760803499999994,31,2014-11-04 19:21:09
4290,4500,-10.3498839,-36.76948407,31,2014-11-04 19:22:05
4300,4510,-10.34835135,-36.77930514,31,2014-11-04 19:22:59
4310,4520,-10.34940812,-36.78820033,31,2014-11-04 19:23:55
4320,4530,-10.35333126,-36.79582973,31,2014-11-04 19:24:49
4330,4540,-10.3579094,-36.80185677,31,2014-11-04 19:25:46
4340,4550,-10.36698641,-36.80646239,31,2014-11-04 19:26:42
4350,4560,-10.37359656,-36.81432225,31,2014-11-04 19:27:39
4360,4570,-10.37978942,-36.82250076,31,2014-11-04 19:28:37
4370,4580,-10.38115719,-36.83171073,31,2014-11-04 19:29:33
4380,4590,-10.37768175,-36.83870868,31,2014-11-04 19:30:27
4390,4600,-10.37972326,-36.84757879,31,2014-11-04 19:31:22
4400,4610,-10.38181663,-36.85428934,31,2014-11-04 19:32:16
4410,4620,-10.38329256,-36.86012295,31,2014-11-04 19:33:11
4420,4630,-10.38384537,-36.86648446,31,2014-11-04 19:34:04
4430,4640,-10.38438497,-36.87273327,31,2014-11-04 19:34:59
4440,4650,-10.3849603,-36.87949098,31,2014-11-04 19:35:55
4450,4660,-10.38570768,-36.88817594,31,2014-11-04 19:36:51
4460,4670,-10.38628642,-36.89492327,31,2014-11-04 19:37:45
4470,4680,-10.908888000000001,-37.05229165,33,2014-11-18 09:39:11
4480,4690,-10.91281912,-37.05275623,33,2014-11-18 09:40:57
4490,4700,-10.9149873,-37.05005493,33,2014-11-18 09:42:45
4500,4710,-10.91533744,-37.04786168,33,2014-11-18 09:44:31
4510,4720,-10.91832686,-37.04858431,33,2014-11-18 09:46:16
4520,4730,-10.91827778,-37.051247700000005,33,2014-11-18 09:48:03
4530,4740,-10.91839339,-37.05386023,33,2014-11-18 09:49:49
4540,4750,-10.91843007,-37.05642844,33,2014-11-18 09:51:34
4550,4760,-10.91849185,-37.06260413,33,2014-11-18 09:53:21
4560,4770,-10.91851269,-37.06524847,33,2014-11-18 09:55:13
4570,4780,-10.91865094,-37.06854942,33,2014-11-18 09:57:00
4580,4790,-10.91822535,-37.07245827,33,2014-11-18 09:58:47
4590,4800,-10.91829734,-37.07332701,33,2014-11-18 10:00:34
4600,4810,-10.91839598,-37.07608223,33,2014-11-18 10:02:20
4610,4820,-10.91991725,-37.08772072,33,2014-11-18 10:04:06
4620,4830,-10.92198211,-37.09314559,33,2014-11-18 10:05:51
4630,4840,-10.92224383,-37.09389621,33,2014-11-18 10:07:36
4640,4850,-10.92264693,-37.09504228,33,2014-11-18 10:09:21
4650,4860,-10.92249965,-37.09699533,33,2014-11-18 10:11:06
4660,4870,-10.89692465,-37.05346774,34,2014-11-28 12:06:06
4670,4880,-10.89624563,-37.05376079999999,34,2014-11-28 12:07:03
4680,4890,-10.89715545,-37.05782452,34,2014-11-28 12:07:58
4690,4900,-10.89768076,-37.058279299999995,34,2014-11-28 12:08:53
4700,4910,-10.89734305,-37.06078343,34,2014-11-28 12:09:50
4710,4920,-10.89718252,-37.06153744,35,2014-11-28 12:06:00
4720,4930,-10.89847857,-37.06135715,35,2014-11-28 12:06:55
4730,4940,-10.90144101,-37.05998673,35,2014-11-28 12:07:53
4740,4950,-10.90491238,-37.06062265,35,2014-11-28 12:08:47
4750,4960,-10.90632397,-37.06219955,35,2014-11-28 12:09:45
4760,4970,-10.90530999,-37.06898251,35,2014-11-28 12:10:39
4770,4980,-10.90619432,-37.0718065,35,2014-11-28 12:11:47
4780,4990,-10.90847072,-37.07253407,35,2014-11-28 12:12:44
4790,5000,-10.90773465,-37.07304339,35,2014-11-28 12:13:40
4800,5010,-10.90769344,-37.07310355,35,2014-11-28 12:14:38
4810,5020,-10.90775981,-37.07328701,35,2014-11-28 12:15:34
4820,5030,-10.90775751,-37.07326267,35,2014-11-28 12:16:28
4830,5040,-10.90786763,-37.07320771,35,2014-11-28 12:17:26
4840,5050,-10.90780446,-37.07331564,35,2014-11-28 12:18:22
4850,5060,-10.90772459,-37.07324626,35,2014-11-28 12:19:17
4860,5070,-10.90776883,-37.07326307,35,2014-11-28 12:20:12
4870,5080,-10.90779372,-37.07328371,35,2014-11-28 12:21:07
4880,5090,-10.90779823,-37.07328453,35,2014-11-28 12:22:01
4890,5100,-10.90778867,-37.07328162,35,2014-11-28 12:22:56
4900,5110,-10.90778846,-37.07328193,35,2014-11-28 12:23:50
4910,5120,-10.90778766,-37.07328172,35,2014-11-28 12:24:47
4920,5130,-10.90763236,-37.07320339,36,2014-11-28 12:32:02
4930,5140,-10.90708554,-37.07289457,36,2014-11-28 12:32:57
4940,5150,-10.90582531,-37.07548636,36,2014-11-28 12:33:52
4950,5160,-10.90560744,-37.08032659,36,2014-11-28 12:34:47
4960,5170,-10.90814524,-37.08071371,36,2014-11-28 12:35:41
4970,5180,-10.90893456,-37.08237169,36,2014-11-28 12:36:38
4980,5190,-10.90846163,-37.08612116,36,2014-11-28 12:37:32
4990,5200,-10.90827396,-37.08658708,36,2014-11-28 12:38:30
5000,5210,-10.90772752,-37.08573463,36,2014-11-28 12:39:26
5010,5220,-10.89848774,-37.06138193,37,2014-11-28 12:11:59
5020,5230,-10.90142421,-37.06000121,37,2014-11-28 12:12:55
5030,5240,-10.90489381,-37.06062812,37,2014-11-28 12:13:49
5040,5250,-10.90637317,-37.06186013,37,2014-11-28 12:14:46
5050,5260,-10.90531506,-37.06860343,37,2014-11-28 12:15:41
5060,5270,-10.90615122,-37.07177916,37,2014-11-28 12:16:39
5070,5280,-10.90849558,-37.07235589,37,2014-11-28 12:17:34
5080,5290,-10.90772193,-37.07302782,37,2014-11-28 12:18:30
5090,5300,-10.90775509,-37.07318249,37,2014-11-28 12:19:30
5100,5310,-10.90776135,-37.07321659,37,2014-11-28 12:20:24
5110,5320,-10.90771621,-37.07303224,38,2014-11-28 12:11:20
5120,5330,-10.90771726,-37.07303006,38,2014-11-28 12:12:16
5130,5340,-10.90619644,-37.0727446,38,2014-11-28 12:13:11
5140,5350,-10.90541843,-37.07841997,38,2014-11-28 12:14:06
5150,5360,-10.90672898,-37.08049301,38,2014-11-28 12:15:01
5160,5370,-10.90902947,-37.08080141,38,2014-11-28 12:15:59
5170,5380,-10.90851623,-37.08553065,38,2014-11-28 12:16:56
5180,5390,-10.90780798,-37.08678804,38,2014-11-28 12:17:50
5190,5400,-10.90796556,-37.08577903,38,2014-11-28 12:18:50
5200,5410,-10.908178900000001,-37.08604445,39,2014-11-28 12:11:36
5210,5420,-10.90725668,-37.08671934,39,2014-11-28 12:12:32
5220,5430,-10.90813868,-37.08846487,39,2014-11-28 12:13:28
5230,5440,-10.90859458,-37.09116682,39,2014-11-28 12:14:23
5240,5450,-10.91518566,-37.08836594,39,2014-11-28 12:15:18
5250,5460,-10.92139016,-37.08277598,39,2014-11-28 12:16:17
5260,5470,-10.92439651,-37.08071703,39,2014-11-28 12:17:12
5270,5480,-10.93107363,-37.082012899999995,39,2014-11-28 12:18:10
5280,5490,-10.93838866,-37.08184789,39,2014-11-28 12:19:08
5290,5500,-10.9407109,-37.07963531,39,2014-11-28 12:20:02
5300,5510,-10.94694075,-37.07354591,39,2014-11-28 12:20:56
5310,5520,-10.94664963,-37.07205765,39,2014-11-28 12:32:10
5320,5530,-10.94687835,-37.07132281,39,2014-11-28 12:33:04
5330,5540,-10.94706734,-37.07156307,40,2014-11-28 12:11:31
5340,5550,-10.94624873,-37.07160324,40,2014-11-28 12:12:27
5350,5560,-10.942784800000002,-37.06759766,40,2014-11-28 12:13:23
5360,5570,-10.94101613,-37.06553673,40,2014-11-28 12:14:17
5370,5580,-10.93932966,-37.06376468,40,2014-11-28 12:15:13
5380,5590,-10.93932497,-37.06376424,40,2014-11-28 12:16:11
5390,5600,-10.93547195,-37.06280563,40,2014-11-28 12:17:07
5400,5610,-10.93362729,-37.06195689,40,2014-11-28 12:18:04
5410,5620,-10.92874658,-37.06009381,40,2014-11-28 12:19:02
5420,5630,-10.92649803,-37.05819763,40,2014-11-28 12:19:57
5430,5640,-10.92107069,-37.05732206,40,2014-11-28 12:20:50
5440,5650,-10.9184397,-37.05736346,40,2014-11-28 12:32:04
5450,5660,-10.91475902,-37.05743149,40,2014-11-28 12:32:58
5460,5670,-10.91057296,-37.0574581,40,2014-11-28 12:33:53
5470,5680,-10.90832687,-37.05745576,40,2014-11-28 12:34:49
5480,5690,-10.90630482,-37.05795262,40,2014-11-28 12:35:46
5490,5700,-10.90476349,-37.0590688,40,2014-11-28 12:36:42
5500,5710,-10.90307638,-37.05797575,40,2014-11-28 12:37:39
5510,5720,-10.90091703,-37.05901042,40,2014-11-28 12:38:35
5520,5730,-10.89850018,-37.05963099,40,2014-11-28 12:47:41
5530,5740,-10.89737695,-37.06147966,40,2014-11-28 12:48:39
5540,5750,-10.89693721,-37.0534533,41,2014-11-29 08:09:56
5550,5760,-10.89717606,-37.05345021,41,2014-11-29 08:10:51
5560,5770,-10.89693735,-37.0534336,41,2014-11-29 08:11:47
5570,5780,-10.89693755,-37.05343334,41,2014-11-29 08:12:41
5580,5790,-10.89630552,-37.053335,41,2014-11-29 08:13:35
5590,5800,-10.89663552,-37.05607152,41,2014-11-29 08:14:30
5600,5810,-10.89761858,-37.05823466,41,2014-11-29 08:15:24
5610,5820,-10.89775877,-37.05832669,41,2014-11-29 08:16:21
5620,5830,-10.90280326,-37.05492959,41,2014-11-29 08:17:19
5630,5840,-10.90280397,-37.05492944,41,2014-11-29 08:18:16
5640,5850,-10.90374259,-37.05430034,41,2014-11-29 08:19:09
5650,5860,-10.90391021,-37.05706305,41,2014-11-29 08:20:03
5660,5870,-10.90527098,-37.05766905,41,2014-11-29 08:20:57
5670,5880,-10.90596229,-37.05760521,41,2014-11-29 08:21:53
5680,5890,-10.90596343,-37.05761179,41,2014-11-29 08:22:47
5690,5900,-10.90607802,-37.05760426,41,2014-11-29 08:23:40
5700,5910,-10.91006144,-37.05751579,41,2014-11-29 08:24:33
5710,5920,-10.91259493,-37.05758045,41,2014-11-29 08:25:29
5720,5930,-10.91375847,-37.05515562,41,2014-11-29 08:26:24
5730,5940,-10.91579783,-37.05513619,41,2014-11-29 08:27:16
5740,5950,-10.91811121,-37.05517797,41,2014-11-29 08:28:10
5750,5960,-10.92005227,-37.05519379,41,2014-11-29 08:29:04
5760,5970,-10.92077671,-37.05279715,41,2014-11-29 08:29:58
5770,5980,-10.92095368,-37.05035035,41,2014-11-29 08:30:51
5780,5990,-10.92115145,-37.04780391,41,2014-11-29 08:31:47
5790,6000,-10.92337679,-37.04476656,41,2014-11-29 08:32:40
5800,6010,-10.92901433,-37.04438265,41,2014-11-29 08:33:35
5810,6020,-10.93307043,-37.04911805,41,2014-11-29 08:34:31
5820,6030,-10.93473136,-37.05028841,41,2014-11-29 08:35:27
5830,6040,-10.93484522,-37.05033951,41,2014-11-29 08:36:21
5840,6050,-10.94086613,-37.05105444,41,2014-11-29 08:37:15
5850,6060,-10.94311689,-37.05127355,41,2014-11-29 08:38:11
5860,6070,-10.95039618,-37.05173702,41,2014-11-29 08:39:07
5870,6080,-10.95415233,-37.052843599999996,41,2014-11-29 08:40:00
5880,6090,-10.95584395,-37.05350028,41,2014-11-29 08:40:56
5890,6100,-10.96280241,-37.05432496,41,2014-11-29 08:41:50
5900,6110,-10.97092144,-37.05389592,41,2014-11-29 08:42:46
5910,6120,-10.97877273,-37.05357513,41,2014-11-29 08:43:39
5920,6130,-10.98278258,-37.05403212,41,2014-11-29 08:44:35
5930,6140,-10.98293468,-37.05408013,41,2014-11-29 08:45:32
5940,6150,-10.98292633,-37.05598152,41,2014-11-29 08:46:27
5950,6160,-10.98518345,-37.05786454,41,2014-11-29 08:47:22
5960,6170,-10.98617637,-37.06453707,41,2014-11-29 08:48:17
5970,6180,-10.98745801,-37.07120312,41,2014-11-29 08:49:10
5980,6190,-10.98749674,-37.0706201,42,2014-11-29 08:10:35
5990,6200,-10.98805021,-37.07236919,42,2014-11-29 08:11:29
6000,6210,-10.98803498,-37.07232232,42,2014-11-29 08:12:25
6010,6220,-10.98808378,-37.07193865,42,2014-11-29 08:13:19
6020,6230,-10.98632676,-37.0646606,42,2014-11-29 08:14:13
6030,6240,-10.986497300000002,-37.05909803,42,2014-11-29 08:15:07
6040,6250,-10.98581596,-37.05628907,42,2014-11-29 08:16:04
6050,6260,-10.98359618,-37.05417284,42,2014-11-29 08:17:02
6060,6270,-10.98354886,-37.05353567,42,2014-11-29 08:17:59
6070,6280,-10.97961868,-37.05326647,42,2014-11-29 08:18:53
6080,6290,-10.97178052,-37.05380547,42,2014-11-29 08:19:47
6090,6300,-10.96903952,-37.05351712,42,2014-11-29 08:20:41
6100,6310,-10.96083683,-37.05469234,42,2014-11-29 08:21:36
6110,6320,-10.95344589,-37.05229334,42,2014-11-29 08:22:30
6120,6330,-10.94486726,-37.05100992,42,2014-11-29 08:23:23
6130,6340,-10.94141538,-37.05052179,42,2014-11-29 08:24:18
6140,6350,-10.94141136,-37.05052378,42,2014-11-29 08:25:13
6150,6360,-10.941387800000001,-37.05021142,42,2014-11-29 08:26:07
6160,6370,-10.94416128,-37.04727107,42,2014-11-29 08:27:01
6170,6380,-10.94572822,-37.04611504,43,2014-11-29 10:26:17
6180,6390,-10.95000253,-37.04544397,43,2014-11-29 10:27:14
6190,6400,-10.94741761,-37.04534337,43,2014-11-29 10:28:29
6200,6410,-10.94215893,-37.04892964,43,2014-11-29 10:29:23
6210,6420,-10.93787731,-37.05063982,43,2014-11-29 10:30:17
6220,6430,-10.93245833,-37.04846368,43,2014-11-29 10:31:13
6230,6440,-10.93022634,-37.04591407,43,2014-11-29 10:32:07
6240,6450,-10.92531666,-37.04390596,43,2014-11-29 10:33:01
6250,6460,-10.91499654,-37.04771825,43,2014-11-29 10:34:34
6260,6470,-10.90962259,-37.04777865,43,2014-11-29 10:35:31
6270,6480,-10.90958516,-37.04780625,43,2014-11-29 10:36:27
6280,6490,-10.90960524,-37.04780532,43,2014-11-29 10:37:21
6290,6500,-10.9031765,-37.04815923,43,2014-11-29 10:38:19
6300,6510,-10.90248946,-37.05023863,43,2014-11-29 10:39:17
6310,6520,-10.90216901,-37.05272377,43,2014-11-29 10:40:11
6320,6530,-10.89614008,-37.0527014,43,2014-11-29 10:41:21
6330,6540,-10.896369300000002,-37.05378011,44,2014-11-30 14:39:34
6340,6550,-10.89697068,-37.05744322,44,2014-11-30 14:40:34
6350,6560,-10.89920856,-37.05746417,44,2014-11-30 14:41:29
6360,6570,-10.902705000000001,-37.05499963,44,2014-11-30 14:42:25
6370,6580,-10.90433307,-37.0538463,44,2014-11-30 14:43:19
6380,6590,-10.90597698,-37.05392415,44,2014-11-30 14:44:12
6390,6600,-10.89648992,-37.05528387,45,2014-11-30 14:40:10
6400,6610,-10.89766277,-37.05817392,45,2014-11-30 14:41:09
6410,6620,-10.90213324,-37.05541074,45,2014-11-30 14:42:03
6420,6630,-10.90283317,-37.05490628,45,2014-11-30 14:42:59
6430,6640,-10.90600813,-37.05331549,45,2014-11-30 14:43:51
6440,6650,-10.90601768,-37.05403434,46,2014-11-30 14:39:46
6450,6660,-10.90453092,-37.0536069,46,2014-11-30 14:40:46
6460,6670,-10.9034859,-37.05422956,46,2014-11-30 14:41:41
6470,6680,-10.90319394,-37.05384732,46,2014-11-30 14:42:37
6480,6690,-10.90160637,-37.05268456,46,2014-11-30 14:43:30
6490,6700,-10.89707841,-37.05252889,46,2014-11-30 14:46:38
6500,6710,-10.89504749,-37.04510358,46,2014-11-30 14:47:35
6510,6720,-10.89692098,-37.03535693,46,2014-11-30 14:48:30
6520,6730,-10.901303500000001,-37.03087626,46,2014-11-30 14:49:26
6530,6740,-10.90560516,-37.02688636,46,2014-11-30 14:50:18
6540,6750,-10.90795599,-37.02393282,46,2014-11-30 14:51:14
6550,6760,-10.89635522,-37.05484439999999,47,2014-12-06 10:04:19
6560,6770,-10.8972716,-37.05793624,47,2014-12-06 10:05:18
6570,6780,-10.90225099,-37.05533884,47,2014-12-06 10:06:16
6580,6790,-10.90266121,-37.05507047,47,2014-12-06 10:07:13
6590,6800,-10.90386618,-37.05698096,47,2014-12-06 10:08:08
6600,6810,-10.90516543,-37.05788759,47,2014-12-06 10:09:04
6610,6820,-10.90649098,-37.0575744,47,2014-12-06 10:10:01
6620,6830,-10.91003964,-37.05755458,47,2014-12-06 10:10:54
6630,6840,-10.91313836,-37.05747955,47,2014-12-06 10:11:51
6640,6850,-10.91410484,-37.05742335,47,2014-12-06 10:12:46
6650,6860,-10.91800102,-37.05739474,47,2014-12-06 10:13:40
6660,6870,-10.92095458,-37.05736093,47,2014-12-06 10:14:34
6670,6880,-10.92613526,-37.05803215,47,2014-12-06 10:15:29
6680,6890,-10.92792359,-37.05960983,47,2014-12-06 10:16:26
6690,6900,-10.93305625,-37.061880200000004,47,2014-12-06 10:17:23
6700,6910,-10.93696537,-37.06311304,47,2014-12-06 10:18:19
6710,6920,-10.94152867,-37.06635442,47,2014-12-06 10:19:13
6720,6930,-10.94226467,-37.06725797,47,2014-12-06 10:20:10
6730,6940,-10.94614893,-37.0717186,47,2014-12-06 10:21:07
6740,6950,-10.94779063,-37.07320155,47,2014-12-06 10:22:03
6750,6960,-10.94674316,-37.07124359,47,2014-12-06 10:22:58
6760,6970,-10.94740427,-37.07114874,47,2014-12-06 10:24:00
6770,6980,-10.94630494,-37.07129353,48,2014-12-06 10:04:01
6780,6990,-10.94258317,-37.06740056,48,2014-12-06 10:05:00
6790,7000,-10.94086034,-37.065427500000006,48,2014-12-06 10:06:00
6800,7010,-10.93432376,-37.06241763,48,2014-12-06 10:06:54
6810,7020,-10.92773617,-37.0593419,48,2014-12-06 10:07:52
6820,7030,-10.92060502,-37.05735343,48,2014-12-06 10:08:47
6830,7040,-10.9183324,-37.05745283,48,2014-12-06 10:09:43
6840,7050,-10.91227192,-37.05748255,48,2014-12-06 10:10:38
6850,7060,-10.91185111,-37.05743133,48,2014-12-06 10:11:34
6860,7070,-10.90841794,-37.05752211,48,2014-12-06 10:12:28
6870,7080,-10.90693111,-37.057516799999995,48,2014-12-06 10:13:23
6880,7090,-10.906252,-37.05771512,48,2014-12-06 10:14:18
6890,7100,-10.90507543,-37.05903412,48,2014-12-06 10:15:12
6900,7110,-10.90317792,-37.05900779,48,2014-12-06 10:16:08
6910,7120,-10.90061528,-37.05895704,48,2014-12-06 10:17:06
6920,7130,-10.89828844,-37.0580189,48,2014-12-06 10:18:02
6930,7140,-10.89650446,-37.05544978,48,2014-12-06 10:18:56
6940,7150,-10.929531599999999,-37.067089200000005,49,2014-12-09 09:15:12
6950,7160,-10.9281401,-37.0731174,49,2014-12-09 09:18:46
6960,7170,-10.923052900000002,-37.080967,49,2014-12-09 09:22:33
6970,7180,-10.9151148,-37.0870727,49,2014-12-09 09:25:47
6980,7190,-10.9172227,-37.078728999999996,49,2014-12-09 09:29:27
6990,7200,-10.928883099999998,-37.083205,49,2014-12-09 09:32:47
7000,7210,-10.9104884,-37.0931939,49,2014-12-09 09:36:28
7010,7220,-10.9222296,-37.097165999999994,49,2014-12-09 09:40:31
7020,7230,-10.9222296,-37.097165999999994,49,2014-12-09 09:43:52
7030,7240,-10.9280251,-37.0723804,50,2014-12-09 09:17:05
7040,7250,-10.9284459,-37.081808200000005,50,2014-12-09 09:20:50
7050,7260,-10.9151148,-37.0870727,50,2014-12-09 09:24:07
7060,7270,-10.917376800000001,-37.077847,50,2014-12-09 09:27:47
7070,7280,-10.9151148,-37.0870727,50,2014-12-09 09:31:07
7080,7290,-10.910048,-37.0946638,50,2014-12-09 09:34:51
7090,7300,-10.924731,-37.105174299999995,50,2014-12-09 09:38:11
7100,7310,-10.9222296,-37.097165999999994,50,2014-12-09 09:42:11
7110,7320,-10.99013389,-37.53588639,51,2014-12-15 10:32:12
7120,7330,-27.60317466,-48.516397,54,2014-12-18 14:50:26
7130,7340,-27.341688,-48.62829898,55,2014-12-22 12:46:39
7140,7350,-27.33694353,-48.62704236,56,2014-12-22 12:47:06
7150,7360,-27.33071388,-48.6267647,56,2014-12-22 12:47:34
7160,7370,-27.32428895,-48.62712914,56,2014-12-22 12:48:02
7170,7380,-27.31910011,-48.62865445,56,2014-12-22 12:48:29
7180,7390,-27.31322129,-48.63189695,56,2014-12-22 12:48:57
7190,7400,-27.30670571,-48.63264379,56,2014-12-22 12:49:25
7200,7410,-27.30028134,-48.63181922,56,2014-12-22 12:49:52
7210,7420,-27.29443245,-48.63109847,56,2014-12-22 12:50:20
7220,7430,-27.28965995,-48.63076256,56,2014-12-22 12:50:49
7230,7440,-27.283674100000002,-48.63102637,56,2014-12-22 12:51:16
7240,7450,-10.9275656,-37.0719226,58,2015-01-21 07:37:25
7250,7460,-10.927947099999999,-37.0771953,58,2015-01-21 07:40:46
7260,7470,-10.9133392,-37.087011100000005,58,2015-01-21 07:44:30
7270,7480,-10.9147403,-37.087824499999996,58,2015-01-21 07:47:49
7280,7490,-10.9234609,-37.0834654,58,2015-01-21 07:51:28
7290,7500,-10.9222686,-37.099095500000004,58,2015-01-21 07:54:46
7300,7525,-10.89680199,-37.05348913,65,2015-02-06 19:59:21
7310,7538,-10.89679725,-37.05358682,67,2015-02-06 20:08:24
7320,7558,-10.89680933,-37.05350889,78,2015-02-06 20:50:28
7330,7616,-10.89686193,-37.05356804,99,2015-02-06 21:27:58
7340,8662,-10.89685551,-37.05355279,128,2015-02-10 07:03:55
7350,8672,-10.89631822,-37.05330675,128,2015-02-10 07:05:39
7360,8682,-10.89723567,-37.05345384,128,2015-02-10 07:07:21
7370,8692,-10.89688127,-37.05346234,128,2015-02-10 07:09:06
7380,8703,-10.89672181,-37.05342973,131,2015-02-12 03:10:48
7390,8713,-10.89671978,-37.05343171,131,2015-02-12 03:11:43
7400,8723,-10.89615689,-37.0531224,131,2015-02-12 03:12:40
7410,8733,-10.89522149,-37.05140248,131,2015-02-12 03:13:36
7420,8743,-10.89642647,-37.05104423,131,2015-02-12 03:14:31
7430,8753,-10.89960947,-37.05058029999999,131,2015-02-12 03:15:27
7440,8763,-10.90172684,-37.05035164,131,2015-02-12 03:16:21
7450,8773,-10.90271755,-37.0504165,131,2015-02-12 03:17:18
7460,8783,-10.90422861,-37.04960231,131,2015-02-12 03:18:14
7470,8793,-10.90419813,-37.04855925,131,2015-02-12 03:19:09
7480,8803,-10.90775168,-37.04809485,131,2015-02-12 03:20:09
7490,8813,-10.9081105,-37.04808455,131,2015-02-12 03:21:03
7500,8823,-10.9113855,-37.04796446,131,2015-02-12 03:22:00
7510,8833,-10.91712671,-37.04727784,131,2015-02-12 03:22:57
7520,8843,-10.91794415,-37.04698581,131,2015-02-12 03:23:52
7530,8853,-10.91878619,-37.04662497,131,2015-02-12 03:24:52
7540,8863,-10.92390353,-37.04462972,131,2015-02-12 03:25:46
7550,8873,-10.93049262,-37.04657148,131,2015-02-12 03:27:27
7560,8883,-10.93369918,-37.04972937,131,2015-02-12 03:28:28
7570,8893,-10.93459908,-37.05022968,131,2015-02-12 03:29:21
7580,8903,-10.93533058,-37.05049349,131,2015-02-12 03:30:22
7590,8913,-10.93968787,-37.05088952,131,2015-02-12 03:31:18
7600,8923,-10.94406465,-37.0510941,131,2015-02-12 03:32:19
7610,8933,-10.95204574,-37.05213452,131,2015-02-12 03:33:16
7620,8943,-10.95455856,-37.05301661,131,2015-02-12 03:34:10
7630,8953,-10.95454477,-37.05303835,131,2015-02-12 03:35:06
7640,8963,-10.954556599999998,-37.05304342,131,2015-02-12 03:36:03
7650,8973,-10.95314619,-37.05624435,131,2015-02-12 03:37:00
7660,8983,-10.951706699999999,-37.06274899,131,2015-02-12 03:37:57
7670,8993,-10.94922709,-37.07097261,131,2015-02-12 03:38:53
7680,9003,-10.94900163,-37.07151205,131,2015-02-12 03:39:49
7690,9013,-10.94981364,-37.07164918,131,2015-02-12 03:40:44
7700,9023,-10.94979185,-37.07164692,132,2015-02-12 14:40:42
7710,9033,-10.94981096,-37.0716136,132,2015-02-12 14:41:36
7720,9043,-10.94922663,-37.07126889,132,2015-02-12 14:42:31
7730,9053,-10.951456,-37.06516502,132,2015-02-12 14:43:25
7740,9063,-10.95248456,-37.05901021,132,2015-02-12 14:44:19
7750,9073,-10.95257343,-37.05877834,132,2015-02-12 14:45:15
7760,9083,-10.95261057,-37.05850143,132,2015-02-12 14:46:11
7770,9093,-10.95262948,-37.05830737,132,2015-02-12 14:47:07
7780,9103,-10.95262958,-37.05830705,132,2015-02-12 14:48:01
7790,9113,-10.95271964,-37.05781487,132,2015-02-12 14:48:56
7800,9123,-10.95271715,-37.05767756,132,2015-02-12 14:49:57
7810,9133,-10.952763699999998,-37.05761831,132,2015-02-12 14:50:54
7820,9143,-10.94778471,-37.05757427,132,2015-02-12 14:51:49
7830,9153,-10.9432258,-37.05499242,132,2015-02-12 14:52:45
7840,9163,-10.94412115,-37.05178487,132,2015-02-12 14:53:42
